none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es-es
UI_Wheel_Bind,Bind your phone number to get lucky draw,लकी ड्रा पाने के लिए अपना फोन नंबर बांधें,ผูกเบอร์มือถือ จากนั้นจับรางวัลได้,Bind your phone number to get lucky draw,綁定手機號即可抽獎,Liên kết số điện thoại của bạn để nhận bốc thăm may mắn,Tautkan nomor telepon Anda untuk mendapatkan undian berhadiah,Bind your phone number to get lucky draw,Bind your phone number to get lucky draw,Bind your phone number to get lucky draw,Vincule su número de teléfono para obtener un sorteo
UI_Wheel_Remaining_times,Remaining Times:,बचे हुए समय:,เวลาที่เหลือ:,Remaining Times:,剩餘時間：,Thời gian còn lại:,Waktu yang tersisa:,Remaining Times:,Remaining Times:,Tempos restantes:,Tiempos restantes:
UI_Wheel_win,What can you win?,आप क्या जीत सकते हैं?,คุณสามารถชนะอะไรได้บ้าง?,What can you win?,你能贏什麼？,Bạn có thể giành được gì?,Apa yang bisa Anda menangkan?,What can you win?,What can you win?,What can you win?,¿Qué puedes ganar?
UI_Wheel_Regra,Rule:,नियम:,กติกา:,Regra:,規則：,Quy tắc:,Aturan:,Regra:,Regra:,Regra:,Regla:
UI_Wheel_txt1,"1、Every bet amount of 5,000 wins 1 spin, up to 50 times a day.","1、Cada valor de aposta de 5.000 ganha 1 rodada, até 50 vezes por dia.","1. ทุกครั้งที่เดิมพัน 5,000 ชนะ 1 รอบ สูงสุด 50 ครั้งต่อวัน","1、Cada valor de aposta de 5.000 ganha 1 rodada, até 50 vezes por dia.",1、每下注5000勝1轉，每天最多50次。,"1. Cứ đặt cược 5.000 giành được 1 lần quay, tối đa 50 lần một ngày.","1、Setiap jumlah taruhan 5.000 memenangkan 1 putaran, hingga 50 kali sehari.","1、Cada valor de aposta de 5.000 ganha 1 rodada, até 50 vezes por dia.","1、Cada valor de aposta de 5.000 ganha 1 rodada, até 50 vezes por dia.","1、Cada valor de aposta de 5.000 ganha 1 rodada, até 50 vezes por dia.","1、Cada apuesta de 5000 gana 1 giro, hasta 50 veces al día."
UI_Wheel_txt2,2、Rotation is valid only on that day.,2、रोटेशन केवल उसी दिन मान्य होता है।,2. การหมุนจะใช้ได้เฉพาะในวันนั้นเท่านั้น,2、A rotação é válida apenas nesse dia.,2、輪換僅當日有效。,2. Số lần quay chỉ có hiệu lực vào ngày hôm đó.,2、Rotasi hanya berlaku pada hari itu.,2、A rotação é válida apenas nesse dia.,2、A rotação é válida apenas nesse dia.,2、A rotação é válida apenas nesse dia.,2、La rotación es válida solo ese día.
UI_Wheel_txt3,3、Terms of Withdrawal: Valid Bet = Bonus * 2.,3、निकासी की शर्तें: वैध बेट = बोनस * 2.,3. เงื่อนไขการถอนเงิน: การเดิมพันที่มีประสิทธิภาพ = โบนัส * 2,3、Termos de retirada: Aposta válida = Bônus * 2.,3、提款條件：有效投注=獎金*2。,3. Điều khoản rút tiền: Cược hợp lệ = Tiền thưởng * 2.,3、Syarat Penarikan: Taruhan Sah = Bonus * 2.,3、Termos de retirada: Aposta válida = Bônus * 2.,3、Termos de retirada: Aposta válida = Bônus * 2.,3、Termos de retirada: Aposta válida = Bônus * 2.,"3, Condiciones de retiro: Apuesta válida = Bonificación * 2."
UI_Wheel_Registro,Record,अभिलेख,บันทึก,Record,記錄,Ghi,Catatan,రికార్డ్ చేయండి,विक्रम,Registro,Registro
UI_Wheel_txt4,Congratulations! You've won the prize! Play games and win more bonus now,बधाई हो! आपने पुरस्कार जीत लिया है! गेम खेलें और अभी और बोनस जीतें,ยินดีด้วยนะคะ คุณชนะรางวัลแล้ว เล่นเกมตอนนี้ เพื่อได้รับโบนัสมากขึ้น,Congratulations! You've won the prize! Play games and win more bonus now,恭喜！你中獎了！立即玩遊戲，贏取更多紅利,Chúc mừng! Bạn đã giành được thưởng! Chơi game và giành thêm thưởng ngay nào,Selamat! Anda telah memenangkan hadiahnya! Mainkan permainan dan menangkan lebih banyak bonus sekarang,Congratulations! You've won the prize! Play games and win more bonus now,Congratulations! You've won the prize! Play games and win more bonus now,Parabéns! Você ganhou o prêmio! Jogue e ganhe mais bônus agora,¡Felicidades! ¡Has ganado el premio! Juega y gana más bonos ahora
Congratulations! You've won the prize! Play games and win more bonus now,बधाई हो! आपने पुरस्कार जीत लिया है! अभी गेम खेलें और अधिक बोनस जीतें,ยินดีด้วย! คุณได้รับรางวัลแล้ว! เล่นเกมและรับโบนัสเพิ่มทันที,Congratulations! You've won the prize! Play games and win more bonus now,恭喜！你中獎了！立即玩遊戲並贏得更多獎金,Chúc mừng! Bạn đã giành được giải thưởng! Chơi trò chơi và giành thêm tiền thưởng ngay bây giờ,Selamat! Anda telah memenangkan hadiahnya! Mainkan game dan menangkan lebih banyak bonus sekarang,అభినందనలు! మీరు బహుమతిని గెలుచుకున్నారు! గేమ్‌లు ఆడండి మరియు ఇప్పుడు మరిన్ని బోనస్‌లను గెలుచుకోండి,अभिनंदन! तुम्ही बक्षीस जिंकले आहे! गेम खेळा आणि आता अधिक बोनस जिंका,Parabéns! Você ganhou o prêmio! Jogue e ganhe mais bônus agora,¡Felicidades! ¡Has ganado el premio! Juega y gana más bonos ahora
UI_Wheel_HelpTit1,Accumulated recharge amount of players,खिलाड़ियों की संचित पुनर्भरण राशि,ยอดเติมเงินสะสมของผู้เล่น,Accumulated recharge amount of players,玩家累計充值金額,Số lượng nạp lại tích lũy của người chơi,Akumulasi jumlah isi ulang pemain,ఆటగాళ్ల రీఛార్జ్ మొత్తం,खेळाडूंची जमा झालेली रिचार्ज रक्कम,Quantidade de recarga acumulada de jogadores,Cantidad de recarga acumulada de jugadores
UI_Wheel_HelpTit2,Today‘s player recharge amount,आज की खिलाड़ी पुनर्भरण राशि,ยอดเติมเงินของผู้เล่นวันนี้,Today’s player recharge amount,今日玩家充值金額,Số tiền nạp của người chơi hôm nay,Jumlah isi ulang pemain hari ini,నేటి ప్లేయర్ రీఛార్జ్ మొత్తం,आजची खेळाडू रिचार्ज रक्कम,Valor de recarga do jogador de hoje,Monto de recarga del jugador de hoy
UI_Wheel_HelpTit3,Yesterday's player recharge amount,कल के खिलाड़ी की पुनर्भरण राशि,ยอดเติมเงินของผู้เล่นเมื่อวานนี้,Yesterday's player recharge amount,昨日玩家充值金額,Số tiền nạp lại của người chơi ngày hôm qua,Jumlah isi ulang pemain kemarin,నిన్నటి ప్లేయర్ రీఛార్జ్ మొత్తం,कालच्या खेळाडूच्या रिचार्जची रक्कम,Valor de recarga do jogador de ontem,Monto de recarga del jugador de ayer
UI_Wheel_Helptxt1,Accumulated recharge amount,संचित पुनर्भरण राशि,ยอดเติมเงินสะสม,Accumulated recharge amount,累計充值金額,Số tiền nạp tích lũy,Akumulasi jumlah isi ulang,సేకరించిన రీఛార్జ్ మొత్తం,जमा झालेली रिचार्ज रक्कम,Valor de recarga acumulada,Monto de recarga acumulada
UI_Wheel_Helptxt3,Number of spins,घुमावों की संख्या,จำนวนการหมุน,Number of spins,旋轉次數,Số lần quay,Jumlah putaran,స్పిన్‌ల సంఖ్య,फिरकीची संख्या,Número de rodadas,Número de giros
UI_Wheel_Helptxt2,Recharge amount,पुनर्भरण राशि,จำนวนการเติมเงิน,Recharge amount,充值金額,Số tiền nạp,Jumlah isi ulang,రీఛార్జ్ మొత్తం,रिचार्ज रक्कम,Valor de recarga,Monto de recarga
UI_Cash_BankCard,Bank Card,बैंक कार्ड,บัตรเครดิตธนาคาร,Bank Card,銀行卡,Thẻ ngân hàng,Kartu bank,Bank Card,Bank Card,Bank Card,Tarjeta bancaria
UI_Cash_GCASH,GCASH,जीकाश,GCASH,GCASH,GCASH,GCASH,GCASH,GCASH,GCASH,GCASH,GCASH
UI_Cash_InputProvince,Input Province,इनपुट प्रांत,ใส่ชื่อของจังหวัด,Input Province,輸入省份,Nhập tỉnh,masukan Provinsi,Input Province,Input Province,Input Province,ingrese provincia
UI_Cash_InputCity,Input City,इनपुट सिटी,ใส่ชื่อของเมือง,Input City,輸入城市,Nhập thành phố,Masukan Kota,Input City,Input City,Input City,ingrese ciudad
UI_Cash_InputNumber,Input Number,इनपुट नंबर,ป้อนหมายเลข,Input Number,輸入號碼,Nhập số,Masukan Nomor,Input Number,Input Number,Input Number,ingrese número
UI_Cash_InputMayaNumber,Input Maya Phone Number,माया फ़ोन नंबर इनपुट करें,ใส่หมายเลขโทรศัพท์มายา,Input Maya Phone Number,輸入 Maya 電話號碼,Nhập số điện thoại Maya,Masukkan Nomor Telepon Maya,మాయ ఫోన్ నంబర్ని ఇన్పుట్ చేయండి,माया फोन नंबर इनपुट करा,Insira o número de telefone do Maya,Ingrese el número de teléfono de Maya
UI_Cash_StarColor_Province,<b><color=#495669>Province</color><color=#ff0000>*</color></b>,<b><color=#495669>प्रान्त</color><color=#ff0000>*</color></b>,<b><color=#495669>จังหวัด</color><color=#ff0000>*</color></b>,<b><color=#495669>Province</color><color=#ff0000>*</color></b>,<b><color=#495669>省</color><color=#ff0000>*</color></b>,<b><color=#495669>Tỉnh</color><color=#ff0000>*</color></b>,<b><color=#495669>Provinsi</color><color=#ff0000>*</color></b>,<b><color=#495669>Province</color><color=#ff0000>*</color></b>,<b><color=#495669>Province</color><color=#ff0000>*</color></b>,<b><color=#495669>Province</color><color=#ff0000>*</color></b>,<b><color=#495669>Provincia</color><color=#ff0000>*</color></b>
